,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Mean
bottle,22.166,23.035,20.527,21.531,22.871,21.007,21.94,23.636,23.832,23.382,22.347,24.155,22.945,22.266,23.237,24.156,23.512,23.887,21.797,24.409,23.126,22.341,22.658,21.809,23.107,21.5,24.241,21.661,23.019,23.003,23.859,24.216,21.264,22.713,22.821,23.451,23.184,22.997,22.892,24.565,21.394,23.298,22.039,23.069,23.252,23.314,22.625,22.02,23.194,22.439,22.146,22.235,22.498,22.318,21.39,22.569,23.523,21.47,21.294,23.069,24.216,24.176,23.538,21.772,23.142,22.904,23.352,22.606,22.592,22.846,21.304,22.998,24.103,23.731,22.998,21.621,24.043,23.142,22.447,22.838,23.896,22.987,22.236,21.789,23.801,22.126,22.67,24.216,22.742,24.668,23.415,21.323,20.536,21.552,21.902,20.695,23.683,22.502,20.945,22.884,20.637,24.229,21.966,23.851,22.592,23.951,20.922,23.732,23.142,22.724,19.957,21.356,24.738,21.817,24.244,22.635,23.908,21.981,23.695,24.216,22.087,23.703,22.169,23.638,21.41,24.216,22.869,23.402,22.137,23.382,23.436,23.967,19.85,23.587,19.869,23.593,23.834,23.854,23.941,22.316,22.678,21.649,20.901,24.38,23.871,22.404,22.532,23.217,22.16,21.764,20.998,21.453,22.92,22.959,23.747,21.141,22.649,23.489,22.705,21.591,22.431,22.305,22.99,23.699,22.002,22.376,21.361,22.976,22.845,22.602,23.887,24.122,22.664,24.106,22.191,22.244,24.335,23.67,24.466,24.416,22.089,24.082,23.295,22.526,23.887,21.916,23.839,21.727,23.799,24.334,22.986,21.974,22.286,22.889,22.103,24.038,23.822,21.561,24.11,23.436,22.80153
bicycle,23.721,23.964,25.458,24.212,23.849,23.796,24.161,24.825,24.264,24.002,24.407,24.267,24.088,23.826,23.585,23.749,24.429,24.634,22.146,23.575,24.419,24.631,24.081,23.243,22.851,23.055,23.267,24.313,24.6,23.85,24.368,24.075,24.604,22.887,24.54,24.773,24.36,24.086,25.114,24.124,24.57,23.815,24.613,24.875,23.39,24.372,23.388,24.35,24.248,23.662,24.264,24.134,24.579,24.621,23.922,24.364,29.806,23.84,24.397,23.369,25.173,23.948,25.184,24.146,25.019,22.276,24.495,23.441,24.559,23.291,23.807,24.786,24.496,24.094,24.013,24.593,23.735,23.798,23.813,24.186,23.496,26.222,22.609,24.412,23.634,23.851,22.764,23.688,24.535,22.653,25.018,23.478,24.326,24.573,23.974,24.221,24.332,24.723,23.777,22.905,24.39,22.976,23.636,24.599,24.237,24.619,24.179,24.183,24.36,29.828,23.829,23.383,22.301,24.079,24.224,24.276,24.721,24.128,24.514,23.901,24.606,24.506,23.88,23.673,24.006,23.791,24.112,24.214,23.691,24.112,24.81,24.272,24.689,24.58,24.593,23.852,24.461,24.06,24.695,23.443,24.382,23.763,24.698,23.565,23.278,23.983,24.366,24.443,23.975,24.353,24.357,23.875,25.239,24.517,24.216,24.023,25.202,24.408,24.168,24.026,24.147,23.66,22.518,24.116,24.038,23.655,24.586,24.425,24.495,24.299,24.568,24.556,23.71,23.653,23.767,24.046,24.794,23.807,24.008,24.329,27.761,24.68,22.972,23.428,22.921,24.2,22.508,24.31,25.739,24.285,25.023,24.267,26.407,23.946,23.861,24.443,24.752,22.689,23.354,24.054,24.174225
pear,22.618,23.43,22.314,22.108,22.547,24.034,22.516,23.052,23.496,22.246,22.389,22.628,23.216,23.632,23.572,22.862,22.953,22.693,22.947,20.507,22.863,24.475,23.472,22.25,23.166,22.371,22.397,22.782,22.39,22.256,24.025,20.594,23.663,22.115,23.929,22.624,22.074,23.413,22.923,22.953,22.618,23.244,22.147,22.814,22.014,20.42,22.618,22.508,20.555,23.073,22.637,22.914,25.208,24.285,22.752,23.898,24.916,23.926,22.944,23.207,22.684,22.625,23.875,22.325,23.452,22.864,22.924,22.556,23.445,21.59,24.167,22.592,23.746,22.333,22.75,24.329,22.333,22.785,20.349,23.236,21.861,23.827,23.959,24.083,21.77,20.594,22.618,22.541,23.375,22.235,23.385,20.465,24.258,23.404,20.657,24.124,22.368,22.489,22.79,20.784,22.663,24.711,22.573,22.768,20.493,23.16,24.228,23.423,23.841,23.008,23.402,21.963,23.565,23.242,21.911,22.466,23.342,22.529,22.742,22.134,23.298,22.682,22.732,23.519,22.631,22.394,20.564,23.901,22.269,24.696,23.301,24.591,22.742,21.188,22.528,23.466,23.078,23.569,24.023,22.494,22.406,21.3,23.305,22.616,22.196,22.943,25.208,22.631,20.176,20.528,20.556,22.472,23.325,21.753,23.416,22.483,22.711,20.495,22.61,22.507,22.609,22.095,22.646,23.568,23.256,24.119,20.43,22.88,22.534,22.222,23.07,22.803,22.719,24.833,20.422,22.325,20.546,23.229,23.557,22.609,21.583,22.428,23.548,22.687,22.664,23.888,22.534,23.952,24.679,22.683,22.988,22.611,24.679,24.626,20.816,23.304,20.563,22.881,23.98,24.547,22.7866
plate,24.617,21.842,21.918,24.406,21.803,23.422,21.3,21.925,23.991,23.875,23.095,24.075,23.018,21.839,24.245,24.603,23.727,24.599,21.875,24.05,23.386,21.677,23.934,25.924,21.2,23.446,23.722,24.591,23.605,21.811,21.743,21.719,24,23.32,25.235,24.012,25.401,20.578,23.585,23.555,24.485,22.173,23.548,23.416,24.281,23.413,23.849,23.242,22.277,23.609,21.416,21.433,21.759,23.882,24.018,22.599,23.385,22.702,22.029,24.092,21.733,21.808,22.268,22.129,23.752,23.359,23.448,23.976,23.919,22.04,24.357,23.732,21.649,23.246,23.859,23.52,22.91,21.814,23.895,23.251,23.357,23.819,23.028,22.021,24.361,23.013,22.754,24.382,23.68,23.158,23.627,25.068,24.128,24.236,23.945,23.699,22.949,24.752,22.307,24.56,23.816,23.142,23.744,23.944,22.759,23.976,23.872,21.427,23.24,24.499,23.91,22.418,23.478,21.672,25.616,21.464,22.035,24.595,25.647,21.659,20.588,21.658,23.594,23.671,23.278,24.353,23.479,23.646,23.214,24.221,23.134,23.105,24.384,21.978,21.625,24.376,24.086,23.256,23.387,24.009,23.003,22.092,23.141,23.233,22.014,22.884,23.852,23.438,23.238,23.571,21.964,24.918,24.459,21.348,23.049,23.313,23.869,23.252,23.597,24.022,24.032,21.734,23.321,22.115,23.238,21.504,24.873,25.145,23.737,24.289,22.088,23.774,23.776,21.655,23.419,23.219,21.815,24.598,23.027,24.393,24.206,21.85,23.692,23.095,24.764,22.985,23.48,24.009,24.114,23.358,23.815,23.263,23.697,21.925,23.986,23.248,24.337,23.326,23.024,23.311,23.286175
cloud,21.89,22.429,21.354,22.234,22.21,22.598,21.14,22.826,23.325,23.015,21.411,23.182,22.462,23.091,22.03,22.623,21.879,21.501,22.369,23.105,22.792,23.434,21.22,22.957,22.414,22.56,21.265,23.366,23.343,21.171,21.445,21.581,22.465,21.867,23.118,22.527,22.456,22.824,21.423,21.541,21.098,21.257,23.882,22.611,22.71,22.671,21.242,21.516,22.978,22.443,21.063,21.46,23.415,22.715,22.612,23.935,21.39,23.371,21.411,22.811,21.208,21.452,21.934,23.29,21.5,23.919,21.743,23.873,21.154,23.13,21.68,22.626,22.31,23.339,23,22.707,21.239,22.961,21.872,22.578,23.431,21.816,21.911,23.038,21.491,21.926,22.78,21.138,21.262,21.345,21.915,20.655,23.345,23.388,21.26,22.587,21.881,22.982,22.922,23.084,21.489,21.51,22.015,23.028,21.012,21.477,23.296,22.609,21.489,21.129,22.964,21.115,21.523,22.943,21.807,22.778,22.619,23.325,21.756,23.354,23.643,22.993,21.336,23.215,22.266,21.498,22.173,23.17,21.482,21.486,22.816,22.407,21.505,21.328,21.214,23.096,23.28,21.919,21.653,23.61,21.358,21.889,21.54,22.86,23.357,23.144,23.346,23.353,21.322,22.612,22.696,21.609,22.901,23.013,21.21,21.842,23.457,21.133,22.427,21.934,21.328,21.018,23.628,21.275,22.618,23.061,21.145,23.355,21.896,23.361,23,21.17,23.275,23.074,22.685,23.909,23.022,23.415,22.669,23.902,23.573,23.345,21.193,22.032,21.267,21.905,23.027,22.612,22.66,23.025,21.896,21.274,21.269,22.214,21.218,23.678,22.085,22.895,22.858,23.311,22.3359
tractor,22.672,23.367,21.901,22.014,22.26,21.717,21.096,22.556,22.202,22.44,22.632,21.851,22.005,22.19,22.404,23.413,21.083,22.538,22.542,23.367,22.534,22.531,22.339,23.211,22.594,22.523,21.866,22.339,22.057,22.274,22.786,23.645,23.262,22.578,21.921,21.997,22.601,22.506,22.216,20.955,21.59,22.43,22.638,23.527,23.497,23.067,22.89,22.069,22.363,23.629,20.705,22.334,21.521,21.821,22.273,22.347,21.194,21.68,21.569,22.503,22.995,22.289,23.165,21.802,21.576,22.084,22.255,22.193,22.436,21.065,22.358,21.923,22.102,22.629,23.065,22.105,22.376,21.785,22.252,22.436,22.686,22.398,20.965,21.924,22.285,22.41,22.398,21.979,22.305,22.663,22.332,22.474,22.108,22.177,22.055,21.17,22.537,21.057,22.468,22.159,21.756,22.296,22.298,22.161,22.183,21.914,22.124,22.754,22.487,22.369,22.139,21.363,22.539,22.442,21.154,22.502,23.282,22.495,21.551,22.776,22.535,23.013,21.473,21.108,22.14,21.886,22.68,21.81,21.086,21.363,22.697,21.17,21.752,21.079,22.146,23.555,21.311,22.331,22.048,22.351,21.131,21.87,22.131,22.004,22.346,21.584,22.638,22.275,22.114,21.973,23.802,22.492,22.27,23.137,22.508,22.343,22.149,22.465,21.376,22.184,22.25,23.279,23.552,22.002,21.378,21.979,22.654,22.388,22.353,22.404,22.406,22.682,22.542,20.922,21.721,22.403,22.574,22.439,22.705,22.555,21.556,22.161,22.511,22.542,22.468,22.319,22.008,21.358,21.409,23.068,22.417,21.102,22.063,22.726,22.314,22.304,21.981,21.386,22.543,23.118,22.23763
road,23.054,23.807,22.107,23.488,21.681,23.832,22.721,21.998,23.365,22.07,23.441,24.088,23.122,21.532,25.67,23.304,21.14,23.465,23.27,24.023,24.389,23.011,23.166,21.829,22.817,23.576,21.438,23.272,23.24,23.441,22.436,25.745,23.924,23.069,25.745,25.24,23.203,23.183,23.745,23.646,23.389,23.503,23.6,23.153,22.127,23.545,22.425,23.294,22.068,21.845,23.734,23.831,22.921,22.993,24.142,25.462,23.724,22.992,22.28,25.667,22.74,23.63,22.121,23.279,22.7,22.412,22.818,23.734,24.131,24.58,21.654,23.323,23.049,23.863,23.103,23.285,23.7,22.948,21.687,25.773,22.424,23.091,22.199,23.344,21.864,23.617,26.248,23.105,23.717,24.084,24.44,22.777,20.935,23.455,22.236,22.221,23.17,22.475,25.788,22.514,22.721,22.141,23.564,23.308,22.998,24.952,22.218,23.679,22.452,23.899,25.624,25.934,21.917,23.167,23.928,23.616,23.969,25.896,23.254,22.339,22.167,23.481,22.401,23.484,23.561,23.33,23.419,22.626,24.146,22.793,22.74,22.076,22.166,23.943,22.928,26.144,22.755,23.404,22.853,23.526,23.31,22.896,23.232,24.127,23.496,24.485,23.834,22.447,23.16,23.153,23.448,21.542,22.112,23.309,23.786,23.173,22.505,22.392,23.178,22.113,22.174,25.465,22.862,23.214,22.954,21.945,25.815,22.818,23.566,19.753,22.456,23.821,22.817,23.002,22.051,23.489,23.441,22.675,23.329,23.323,26.2,21.015,23.081,22.657,23.55,22.94,21.709,22.372,23.86,23.637,22.593,23.069,26.161,24.333,21.946,22.228,22.43,23.741,21.919,22.807,23.233285
chair,22.515,22.164,22.725,22.832,20.99,22.838,22.871,22.634,23.199,23.122,23.167,20.836,23.293,23.602,23.423,22.343,22.667,21.363,21.227,22.963,22.493,23.834,23.58,21.799,23.426,23.516,22.745,21.615,23.622,23.3,20.547,23.086,20.923,24.301,23.68,21.456,22.848,24.182,22.473,22.851,23.173,22.756,22.85,23.13,22.369,23.409,24.054,21.316,22.737,23.119,23.693,23.117,24.031,21.41,21.524,23.427,23.352,22.691,21.181,23.667,22.692,23.913,22.195,21.169,23.814,21.248,22.48,23.721,23.444,21.516,23.279,23.585,23.975,21.239,22.87,21.057,21.024,22.006,23.803,23.507,23.378,23.847,23.885,24.021,21.654,21.608,21.308,22.023,23.625,23.033,22.455,23.596,23.725,23.635,21.582,23.465,21.451,22.112,21.98,23.207,22.653,22.633,21.223,22.972,24.034,22.749,23.655,21.323,23.63,22.645,21.678,22.782,23.122,23.382,23.285,21.722,22.795,22.558,23.795,23.371,23.069,22.281,22.254,23.998,21.948,20.897,23.37,24.778,23.178,23.069,23.756,23.413,23.77,23.241,22.959,22.716,21.601,24.119,22.273,23.83,23.696,21.375,22.873,24.047,22.546,22.747,21.37,24.574,23.891,24.073,21.934,23.569,22.954,20.511,22.966,22.18,23.799,23.417,23.986,21.412,22.818,21.717,22.951,23.159,21.168,24.338,23.387,22.488,23.055,23.358,24,24.601,22.628,23.84,20.941,20.94,21.606,22.387,22.416,21.832,23.695,21.562,21.634,22.551,23.499,23.363,23.845,24.107,21.793,22.949,22.946,22.454,24.356,23.552,24.433,22.472,21.074,24.189,22.876,24.212,22.809115
tulip,21.101,22.893,21.978,21.582,21.208,22.272,23.352,22.039,21.293,21.894,21.191,22.029,21.908,20.225,22.93,21.21,21.977,21.905,21.09,20.593,21.44,20.971,23.924,21.111,20.912,20.713,20.172,20.799,22.142,20.969,21.818,21.431,21.879,23.31,21.948,22.306,20.708,21.799,22.424,23.155,22.868,21.855,21.87,21.016,22.245,22.585,21.745,22.174,20.499,21.687,21.49,22.617,20.459,20.797,22.947,22.415,22.468,21.894,21.989,21.788,21.056,22.72,20.804,20.265,20.633,22.953,21.705,22.102,21.418,21.861,22.133,21.142,20.876,21.089,20.457,20.99,23.358,23.722,22.27,20.851,21.499,22.144,19.986,21.1,22.447,20.829,21.357,21.282,20.815,21.677,22.854,21.247,20.137,20.147,20.852,20.79,21.902,20.948,21.056,20.567,21.083,20.055,20.465,22.337,21.269,19.382,22.301,21.885,21.045,21.334,21.484,21.333,23.352,20.757,21.828,22.007,20.768,22.265,23.354,20.992,22.125,23.898,21.783,21.799,20.844,22.261,21.97,20.444,21.943,20.427,21.978,21.726,22.737,20.342,22.065,22.298,20.583,22.474,22.142,21.241,21.117,21.613,21.432,21.527,20.975,21.688,20.172,21.878,20.811,23.105,21.073,21.983,22.307,20.572,21.689,22.241,21.406,23.11,23.467,21.386,21.912,20.538,24.112,22.347,20.737,21.467,20.349,21.496,20.693,20.578,23.554,22.42,23.008,23.622,21.843,22.007,21.533,21.868,21.379,22.14,21.549,20.353,21.709,21.386,21.876,20.876,21.055,21.095,21.76,21.784,21.292,21.808,22.33,20.836,21.306,20.349,20.799,21.548,20.871,22.869,21.62516
wolf,23.407,23.976,21.699,23.862,22.498,23.651,22.277,22.114,23.281,23.504,22.441,22.448,22.361,21.846,24.33,21.996,24.341,22.536,23.218,24.129,22.014,23.703,22.522,23.925,22.514,22.547,22.472,23.14,24.197,22.985,22.616,23.069,23.425,22.307,22.404,24.266,23.961,22.573,21.978,23.138,22.625,24.052,21.738,23.998,21.921,22.227,21.815,23.652,22.367,23.208,22.837,22.944,23.103,22.525,21.827,22.716,22.901,24.137,23.617,23.025,23.105,23.339,23.221,22.537,24.456,22.504,23.322,22.449,22.305,23.063,22.881,22.738,22.54,22.509,22.495,22.517,22.809,23.677,21.776,22.529,22.551,22.664,22.481,23.412,22.529,22.578,22.204,22.518,22.615,22.091,21.527,22.967,22.753,22.584,23.9,22.858,21.885,22.01,21.864,23.238,22.592,22.142,24.105,24.366,22.453,23.124,22.465,22.449,22.806,24.253,23.489,21.974,22.552,23.085,22.282,22.168,23.47,24.435,23.242,22.545,22.729,23.868,22.343,24.079,22.089,22.493,22.093,23.4,22.111,24.367,22.498,22.365,22.475,23.953,22.33,23.274,23.858,22.554,22.102,21.953,22.292,23.094,23.03,24.133,24.033,22.199,22.526,22.47,24.053,21.67,21.822,22.47,21.756,23.171,23.802,22.571,22.831,22.172,24.475,21.737,22.781,23.31,22.868,22.403,21.755,22.452,23.024,22.308,22.149,23.732,22.862,23.48,24.346,22.989,21.759,22.655,22.336,23.452,24.09,21.545,24.364,22.426,24.354,23.115,21.917,21.773,22.467,22.044,21.781,23.472,22.606,22.571,24.429,22.053,23.257,21.575,22.764,21.762,22.636,23.285,22.84546
skunk,23.116,21.41,21.372,23.268,22.445,23.263,22.785,21.306,21.882,23.147,21.914,22.58,24.098,23.677,23.961,21.844,23.124,23.02,23.117,22.993,22.71,22.524,24.211,21.862,21.129,23.03,23.765,23.884,23.634,22.189,23.658,23.481,22.803,23.366,23.227,21.117,21.886,24.46,23.573,22.368,22.684,22.403,21.298,22.941,23.403,24.267,24.578,21.341,23.43,22.202,21.196,22.927,22.546,23.353,21.327,24.504,23.007,22.475,22.728,21.874,22.915,23.651,23.733,22.701,23.516,23.569,22.246,23.554,23.66,22.842,23.829,21.984,22.608,23.402,22.002,22.907,24.136,23.903,22.908,21.351,21.857,22.696,23.134,22.361,21.885,22.11,24.637,22.378,23.474,22.072,22.427,22.63,24.058,22.219,22.574,23.633,24.202,22.734,22.359,23.135,22.785,24.108,22.491,21.945,22.349,23.897,21.741,22.903,21.363,22.253,23.337,22.914,21.871,24.12,21.552,23.336,24.338,22.551,21.265,24.214,22.992,22.963,22.534,22.923,23.606,22.952,23.228,22.265,23.041,22.886,21.337,23.052,24.504,22.802,23.072,21.631,21.917,22.691,22.919,23.559,24.273,22.679,23.016,23.007,22.454,23.788,23.054,23.554,22.675,23.11,21.655,22.541,24.035,22.86,22.089,23.077,23.036,23.916,23.602,23.546,23.301,22.891,23.191,21.944,24.325,23.468,22.329,23.104,23.402,23.7,22.666,22.074,23.018,21.481,23.173,21.68,24.083,24.095,21.274,23.514,21.497,22.971,21.873,21.413,23.768,23.561,23.892,23.494,24.042,22.263,22.642,22.045,21.337,24.381,22.939,22.77,21.392,23.885,24.588,24.003,22.88659
flatfish,22.166,23.787,23.656,22.497,23.136,23.4,23.344,21.714,22.915,23.76,23.54,22.648,25.166,23.902,22.89,22.421,22.42,22.24,22.882,22.61,22.953,22.146,23.83,25.102,21.811,23.486,22.053,23.713,21.68,22.901,22.235,20.891,22.119,22.901,23.875,22.439,23.704,23.399,21.346,21.908,21.767,23.496,23.535,21.861,20.941,22.956,21.695,22.799,23.331,23.793,23.379,23.469,21.49,22.163,23.449,20.459,23.576,25.208,21.878,21.819,25.346,23.832,21.687,21.772,21.32,21.494,23.503,21.747,25.114,21.878,23.645,21.268,23.384,24.878,22.965,23.184,23.444,21.29,22.388,22.034,23.815,22.549,25.098,21.63,22.304,22.043,20.655,22.98,21.21,22.745,22.331,25.33,22.974,23.663,23.823,23.767,22.228,25.338,21.482,23.86,21.703,25.364,23.547,22.099,22.945,24.002,23.57,23.707,22.044,23.769,23.037,22.422,21.926,21.774,21.87,24.559,23.868,21.901,21.941,25.324,23.466,21.446,22.891,22.722,22.407,21.817,22.972,21.52,23.44,23.801,22.248,23.323,23.637,22.473,22.25,23.611,24.859,22.899,22.01,21.837,25.322,23.107,21.729,21.253,23.127,21.743,21.895,25.217,22.249,22.912,22.188,21.569,24.746,23.473,21.851,23.616,23.736,21.705,23.769,25.248,23.194,23.396,22.243,22.871,22.158,22.15,21.469,25.269,22.263,23.116,23.458,23.027,21.786,22.885,23.468,23.742,21.865,21.685,23.855,22.143,23.456,23.519,21.865,22.436,23.591,22.408,25.219,21.899,22.963,22.215,22.907,23.358,21.89,21.746,23.645,22.474,23.689,23.457,22.978,22.009,22.879355
bridge,22.547,22.637,21.763,22.632,22.329,23.381,21.845,23.196,22.903,23.736,22.233,21.538,23.138,21.202,22.608,22.977,21.385,23.043,21.271,21.306,22.846,22.941,23.573,21.76,22.808,23.314,22.38,23.174,21.313,21.707,22.103,21.728,21.554,21.496,23.067,21.209,22.811,23.538,21.655,23.176,21.682,21.641,23.251,21.81,22.491,21.827,21.622,23.07,22.481,20.989,22.212,22.19,23.477,20.726,22.951,23.553,22.287,21.921,22.794,22.138,21.8,21.971,21.616,22.95,23.394,21.421,22.97,22.539,22.892,21.219,23.037,21.814,21.354,21.06,23.146,21.721,22.789,21.274,21.653,22.654,23.394,21.882,22.396,23.476,21.781,23.221,21.896,23.38,20.008,23.946,23.87,23.034,22.662,22.418,23.255,22.535,22.95,22.568,23.275,23.312,22.623,21.681,22.748,21.757,22.842,22.476,22.943,23.242,22.294,22.186,23.635,22.326,20.926,23.096,23.472,21.617,23.051,22.206,23.378,23.535,23.175,22.585,23.211,22.143,21.793,22.319,23.221,23.071,22.769,21.84,22.522,22.799,21.86,23.265,22.076,22.084,22.048,22.083,22.321,22.776,22.995,22.393,21.473,23.015,23.647,22.957,22.386,23.42,21.801,23.809,23.106,23.49,22.661,23.2,22.507,20.773,23.254,23.206,23.406,23.012,22.239,22.464,21.491,23.272,23.265,23.227,22.016,21.308,21.684,21.877,20.897,21.336,23.74,22.605,22.549,23.457,22.027,22.564,21.47,22.042,21.539,22.121,22.075,23.289,22.791,21.613,21.317,22.253,23.487,23.514,23.267,22.536,23.287,23.044,22.706,22.873,22.734,23.44,23.461,22.849,22.488505
woman,23.678,21.226,22.647,21.074,22.446,21.127,22.794,23.199,21.939,23.726,21.943,23.627,21.838,23.678,22.584,21.984,21.528,22.725,22.206,21.264,22.906,21.906,23.34,22.827,21.078,23.466,20.599,21.015,24.408,24.169,21.479,23.043,22.892,23.266,22.644,23.023,22.679,23.678,24.445,21.889,23.62,23.971,21.761,20.808,22.835,24.448,21.275,23.822,24.149,21.639,22.873,23.678,21.772,22.478,23.886,24.205,23.831,21.797,23.845,24.283,20.793,23.397,21.824,22.122,22.077,23.175,22.108,23.028,23.111,21.144,23.161,23.231,24.031,23.335,21.187,21.251,24.032,23.678,22.278,23.678,24.061,22.359,24.21,22.413,21.803,22.498,22.152,22.06,23.301,23.071,20.641,24.315,23.001,21.334,22.413,21.827,20.538,23.175,23.106,23.129,22.489,23.136,21.244,23.096,21.125,23.359,21.514,22.851,21.441,21.786,21.721,21.472,21.379,23.118,22.28,23.631,24.232,20.833,24.334,24.794,22.707,22.412,21.682,23.468,23.891,21.208,20.545,21.777,21.656,23.446,23.678,23.094,22.844,23.225,24.348,22.593,21.731,20.757,23.281,23.158,21.724,23.18,21.548,23.037,23.821,21.59,21.716,22.619,22.343,22.413,22.986,24.192,23.523,23.513,21.266,22.865,24.615,21.448,22.877,23.678,24.981,22.402,22.786,23.678,23.852,24.794,23.79,21.21,24.178,22.495,23.613,23.737,22.593,20.453,21.746,22.413,20.959,21.292,23.916,21.028,20.538,22.167,22.409,21.824,24.209,22.224,21.728,21.41,22.558,20.927,23.678,22.25,23.995,23.814,23.292,21.209,22.383,22.175,21.657,23.21,22.63436
rabbit,23.163,22.819,23.075,22.852,22.831,22.996,22.931,22.981,23.112,22.585,22.892,23.058,22.675,23.02,23.169,23.076,22.639,23.12,22.989,20.604,22.993,22.79,22.805,23.077,23.067,23.008,23.001,22.888,23.003,22.82,22.517,22.394,22.497,22.721,22.867,22.727,22.851,22.148,22.636,23.374,22.903,22.891,22.588,22.971,22.709,23.175,22.764,23.103,21.774,22.875,22.93,22.553,22.753,23.147,22.961,23.004,22.705,23.066,23.129,22.935,22.904,23.064,22.431,23.293,22.73,22.992,23.016,22.82,22.794,23.185,23.197,23.103,22.618,22.957,23.131,22.833,23.05,22.714,22.593,22.488,22.784,21.353,23.348,23.005,23.239,22.756,22.812,22.877,22.394,22.401,23.245,22.979,22.799,22.663,23.165,23.324,22.047,23,23.126,22.912,23.13,22.59,22.888,22.917,23.079,23.077,23.151,22.552,22.65,22.924,23.156,22.455,22.811,22.515,22.876,22.762,22.967,23.085,22.945,23.238,22.876,22.93,22.506,23.112,22.964,22.631,22.972,22.914,22.392,23.178,22.925,23.008,22.753,22.451,22.738,22.456,22.787,23.425,22.742,23.012,23.089,22.848,23.051,22.702,22.502,22.772,22.908,22.728,22.904,22.93,22.783,22.817,23.075,23.366,22.71,22.629,23.083,22.95,21.745,22.652,23.228,22.865,23.194,23.184,22.779,23.027,23.443,22.858,22.952,22.666,21.921,22.897,23.06,22.682,22.102,22.905,23.1,22.944,23.089,22.546,23.326,23.229,22.577,22.531,22.515,22.698,22.773,22.702,22.736,23.169,23.026,23.134,22.51,22.671,22.641,22.181,22.313,22.611,22.745,22.901,22.83532
kangaroo,23.591,24.057,23.491,23.972,22.885,22.577,23.484,24.455,22.814,23.837,22.924,22.848,22.661,23.195,24.248,24.554,22.416,24.631,24.446,24.41,22.126,22.791,24.279,23.542,21.967,24.265,24.263,22.745,23.64,24.15,23.063,22.765,23.697,24.767,24.416,24.735,24.705,23.221,22.904,23.379,23.584,22.723,23.554,22.589,23.028,22.885,22.299,24.139,23.145,24.055,23.877,23.011,22.878,24.449,23.752,22.722,24.324,21.99,21.872,22.903,23.649,21.828,24.472,22.967,22.964,23.846,22.795,24.105,24.303,24.434,22.423,22.601,23.743,24.266,23.684,22.132,25.052,22.977,22.644,23.8,23.858,23.081,22.844,22.209,22.846,24.567,24.247,22.623,21.687,23.63,22.818,22.368,22.652,23.874,23.026,24.665,22.531,22.74,23.787,23.993,22.75,24.472,24.182,24.6,22.792,22.405,22.798,24.097,23.786,23.842,23.233,24.809,25.004,23.69,23.61,23.545,24.242,23.741,24.696,24.04,24.336,24.122,24.746,22.221,23.363,22.543,22.306,24.712,22.233,23.582,22.32,23.966,23.844,21.893,22.689,22.055,24.469,22.03,24.638,23.661,24.194,22.63,23.518,22.777,24.474,23.858,22.907,24.215,23.003,23.689,23.687,22.282,22.274,24.119,22.303,22.74,22.764,23.376,22.71,23.437,22.731,24.566,24.047,24.116,23.93,22.64,22.781,23.92,22.918,22.624,22.79,22.523,24.249,23.756,22.955,22.429,23.428,24.303,22.128,22.524,24.519,22.522,24.624,23.522,23.602,22.644,24.146,22.855,22.793,22.755,24.635,25.114,23.753,21.968,24.852,23.908,23.729,23.689,24.061,23.118,23.423065
